Topic,Count,Name,Representation,Representative_Docs
-1,766,-1_сообщает_россии_тысяч_словам,"['сообщает', 'россии', 'тысяч', 'словам', 'время', 'новости', 'суд', 'заявил', 'риа', 'данным']","['Российская разведка обвиняет Грузию в сокрытии масштаба потерь. По данным российской стороны, армия и иные силовые структуры Грузии в ходе южноосетинского конфликта потеряли около трех тысяч человек. Об этом в понедельник сообщает РИА Новости со ссылкой на источник в российской военной разведке. ""Грузинское руководство пытается скрыть масштаб своих потерь и официально объявляет лишь о нескольких десятках погибших"", - пояснил собеседник журналистов. Напомним, 12 сентября Грузия заявила, что в результате южноосетинского конфликта погибли 326 грузинских граждан, в том числе 154 военнослужащих и 17 работников МВД. Перед этим 19 августа официально сообщалось о 215 погибших грузинах, а 13 августа - о 175 погибших. В российской военной разведке также заявили, что многие из грузинских военных, которые официально числятся пропавшими без вести, на самом деле являются дезертирами и разыскиваются грузинской полицией. 8 августа Грузия ввела войска в республику Южная Осетия, объявив о начале ""операции по восстановлению конституционного порядка"". Успеху операции помешала российская армия. По окончании боев Россия признала независимость республик Южная Осетия и Абхазия. Потери российской стороны в этом конфликте, по данным Генштаба, составили 64 человека.', 'Мальцеву дали десять суток ареста за сопротивление полиции на акции 12 июня. В Москве на десять суток арестован саратовский политик Вячеслав Мальцев, сообщили ТАСС во вторник, 13 июня, в пресс-службе Замоскворецкого суда. Мальцева признали виновным в неповиновении законным требованиям полицейских (часть 1 статьи 19.3 КоАП РФ) на несанкционированной акции в центре столицы 12 июня. Кадры задержания политика в тот момент, когда он сел в такси, опубликованы на YouTube. Ранее во вторник сообщалось об аресте на 15 суток за аналогичное правонарушение оппозиционера Ильи Яшина. Один из задерживавших мужчину полицейских пояснил, что тот, «встав на клумбу, находился в группе лиц, мешавших проходу граждан». Такой же срок и по той же статье КоАП получил активист Марк Гальперин. Политику Алексею Навальному назначили наказание в виде 30 суток ареста за нарушение правил проведения митингов и демонстраций. 12 июня в Москве и во многих других городах страны прошли митинги против коррупции. В столице согласованная с властями акция должна была пройти на проспекте Сахарова. Однако Навальный призвал участников мероприятия выйти на Тверскую улицу, где в тот момент проходили праздничные мероприятия, приуроченные ко Дню России. По данным МВД, по итогам несанкционированной акции был', 'Организаторов ""Русского марша"" обвинили в провокации из-за масок. Член Общественной палаты РФ Максим Григорьев назвал ""провокацией"" появление на ""Русском марше"" в Москве людей в масках. Об этом сообщает ""Интерфакс"". ""Это прямая провокация, нарушение действующего законодательства о правилах проведения массовых акций. Нарушители должны быть задержаны сотрудниками полиции и привлечены к ответственности"", - заявил Григорьев. Организаторы мероприятия объяснили, что многие из участников марша закрывают лица шарфами и медицинскими масками с целью профилактики гриппа и борьбы с холодной погодой в Москве. По данным ""Яндекса"", 4 ноября в столице было 9 градусов тепла. Также очевидцы сообщали, что участники ""Русского марша"" активно жгли файеры и попытались обстрелять петардами полицейский вертолет. Кроме того, корреспондент ""Новой газеты"" сообщал о том, что одна из колонн скандировала: ""Слава Андерсу Брейвику"". Руководитель департамента региональной безопасности мэрии Москвы Алексей Майоров вскоре после окончания шествия заявил, что ""отдельные вопросы к организаторам есть, но эти претензии на этот час не носят серьезный характер"". На момент написания новости, перед зданием Центрального дома художника на Крымском валу идет митинг националистов. По наблюдения']"
0,426,0_процента_рублей_процентов_долларов,"['процента', 'рублей', 'процентов', 'долларов', 'миллиарда', 'миллиардов', 'компании', 'россии', 'доллара', 'миллионов']","['Спрос на аренду дорогих квартир в Москве вырос на треть. По итогам первого полугодия 2011 года спрос на рынке аренды дорогого (бизнес- и элитного классов) жилья Москвы увеличился на 32 процента. Об этом говорится в обзоре компании Penny Lane Realty.Согласно исследованию, по сравнению с первым полугодием 2010 года уровень спроса вырос на 10 процентов. Как отмечают эксперты, резкий всплеск активности со стороны арендаторов произошел в апреле и мае (количество запросов по сравнению с мартом увеличилось на четверть).Объем предложения в первом полугодии по сравнению с аналогичным периодом 2010 года снизился на 20 процентов. Особенно остро дефицит арендных квартир наблюдается внутри Садового кольца. Каждый месяц на рынок выходило порядка 90 объектов, что на 15-20 процентов меньше, чем в прошлом году.По данным аналитиков, с начала года одно- и двухкомнатные квартиры бизнес-класса в пределах центра выросли в цене на 13 процентов, трехкомнатные объекты подорожали на 15 процентов. Арендные ставки на жилье бизнес-класса в настоящее время колеблются от 3200 до 15000 долларов (в прошлом году эти показатели составляли 2800 и 12000 долларов соответственно).Аренда одно- и двухкомнатных квартир в элитном классе в первом полугодии подорожала на 15 процент', 'Объем строительства офисов в Москве вырос на 65 процентов. В первом полугодии 2011 года в Москве было введено в эксплуатацию 320 тысяч квадратных метров арендуемых офисных площадей, что на 65 процентов превышает показатель аналогичного периода прошлого года. Об этом говорится в обзоре консалтинговой компании Praedium Oncor International.Таким образом, общий объем качественных офисных помещений в столице составляет около 11,95 миллиона квадратных метров. До конца года к вводу в эксплуатацию заявлено около 350 тысяч ""квадратов"" офисов. Среди объектов, сданных в первом полугодии, помещения класса А составили 49,6 процента от общего объема построенных площадей, класса В+ - 43 процента, класса В- - 7,4 процента.Аналитики отмечают рост спроса на качественные офисные помещения, что в первую очередь обусловлено возросшей после кризиса активностью арендаторов. Доля вакантных площадей в настоящее время составляет в среднем около 15 процентов. К концу года объем пустующих помещений может сократиться до 12 процентов.Средняя ставка аренды для офисов А в ЦАО по состоянию на конец июня составляла 1000-1050 долларов за квадратный метр в год (без учета НДС и операционных расходов). За пределами центра этот показатель находился на уровне 560-600 долларов за', 'Обзор рынков: российские индексы падают третий день подряд. Российские рынки в пятницу, 12 мая серьезно просели. Индекс РТС на торгах 12 мая упал на 2,49 процента и составил 1681,07 пункта, опустившись ниже отметки в 1700 пунктов. Объем торгов на классическом рынке РТС в пятницу составил 122 миллиона долларов. Индекс ММВБ опустился за день на 3,32 процента до 1483,62 пункта. Это уже третье снижение рынков подряд. На инвесторов негативно повлияло снижение цен на нефть, а также малопривлекательная ситуация на рынках США. Американские рынки закончили торги 12 мая в минусе. Индекс S&P500 упал на 14,68 пункта (-1,12 процента) до 1291,24 пункта. Индекс Dow Jones снизился на 119,74 пункта (-1,04 процента) до 11380,99 пункта. Значение Nasdaq упало на 28,92 пункта (-1,27 процента) и составило 2243,78 пункта. Инвесторы опасаются инфляции. Нефть марки Brent с поставками в июне на Intercontinental Exchange в Лондоне 12 мая торговалась по 72,32 доллара за баррель, подешевев примерно на доллар. На Нью-йоркской бирже баррель нефти с доставкой в июне стоил 72,04 доллара, также подешевев. Тысяча кубометров июньского природного газа в Нью-Йорке продавалась по 222 доллара. Центральный банк РФ установил с 13 мая 2006 года официальный курс доллара в размере 26,']"
1,376,1_суд_дело_сообщает_суда,"['суд', 'дело', 'сообщает', 'суда', 'рублей', 'дела', 'москвы', 'россии', 'мвд', 'отношении']","['Суд отказался снять судимость с бывшего мэра Архангельска. Бывшему мэру Архангельска Александру Донскому не удалось отстоять в суде ходатайство о снятии судимости и отмене приговора, по которому он был условно осужден за злоупотребление служебными полномочиями. Как сообщает РИА Новости, сам Донской считает это решение нарушением его прав и намерен обратиться в Конституционный суд РФ. По словам бывшего мэра, судья объяснила, что хотя правоохранительные органы не имеют к нему претензий в связи с его поведением как условно осужденного, но приговор также предусматривает запрет на занятие госдолжностей, и поэтому отменен не будет. Это решение судьи, по мнению Донского, является ""антиконституционным"". В марте 2008 года Октябрьский суд Архангельска признал бывшего мэра виновным в незаконном выделении средств на свою охрану из городского бюджета. Он был приговорен к трем годам лишения свободы условно с испытательным сроком два года. Кроме того, суд постановил взыскать с Донского почти четыре миллиона рублей в качестве компенсации нанесенного бюджету ущерба. Бывший мэр пытался оспорить этот пункт приговора в январе 2009 года, но безуспешно. Помимо упомянутого уголовного дела Донского обвиняли в использовании фальшивого диплома и приговорили к уплат', 'Обвиняемые по делу о расстреле омоновцев сказали последнее слово. Старопромысловский районный суд Грозного огласит приговор по делу о гибели бойцов Сергиевопосадского ОМОНа 18 марта. Такое решение принято в понедельник на выездной сессии райсуда в Пресненском межмуниципальном суде Москвы, передает РИА ""Новости"". На нынешнем заседании подсудимые выступили с последним словом. Бывший заместитель начальника ГУВД Московской области генерал-майор Борис Фадеев и бывший руководитель группы управления Объединенной группировкой войск от МВД в Чечне полковник Михаил Левченко вновь заявили о своей невиновности. Их адвокаты просили вынести своим подзащитным оправдательный приговор. Защитник Фадеева Лилия Абабкова предложила прекратить уголовное дело в отношении ее подзащитного в связи с отсутствием в действиях ""события преступления"", а адвокат Левченко Николай Валяев, в свою очередь, попросил закрыть дело за отсутствием ""состава преступления"". Суд счел их доводы необоснованными. Напомним, что 22 бойца Сергиевопосадского ОМОНа погибли 2 марта 2000 года. Подразделение, которое автоколонной направлялось через Моздок в Грозный сменить своих коллег из Подольска, было обстреляно в чеченском селении Подгорное в нескольких километрах от города. Следствие установило,', 'Мосгорсуд отказался принять собранные в ""ЮКОСе"" ради Пичугина миллионы. Мосгорсуд отказался освободить из-под стражи начальника одного из отделов Службы безопасности компании ""ЮКОС"" Алексея Пичугина. Адвокат Пичугина Татьяна Акимцева заявила информационному агентству РИА ""Новости"", что коллеги и родные ее подзащитного собрали около трех миллионов рублей залога. Кроме того, за Пичугина, по ее словам, готовы поручиться несколько ""достойных людей, в том числе духовного сана"". Однако суд решил оставить Пичугина в СИЗО. Напомним, Пичугин был задержан 19 июня 2003 года. Генпрокуратура обвиняет его в организации покушения на убийство бывшего начальника Управления общественных связей мэрии Москвы Ольги Костиной в ноябре 1998 года и в организации убийства двух жителей Тамбова - Ольги и Сергея Гориных в 2002 году. А 21 июня Басманный межмуниципальный суд Москвы выдал санкцию на арест задержанного. Взрыв у квартиры родителей Ольги Костиной в Москве произошел 28 ноября 1998 года. В результате взрыва никто не пострадал. А Ольга и Сергей Горины были убиты в Тамбове в 2002 году. Непосредственные исполнители последнего преступления уже осуждены. Рассмотрение жалобы адвокатов Пичугина в Мосгорсуде проходило в закрытом режиме. Как указывает информагентство, защитники ут']"
2,303,2_ученые_самолет_самолета_самолетов,"['ученые', 'самолет', 'самолета', 'самолетов', 'ввс', 'борту', 'вмс', 'авиакомпании', 'сша', 'сообщает']","['Спутник для изучения гравитационного поля Земли сгорел в атмосфере. Спутник Европейского космического агентства GOCE, предназначавшийся для изучения гравитационного поля Земли, сгорел в атмосфере в ночь на понедельник, 11 ноября, сообщается на сайте BBC News. GOCE начал сходить с орбиты 21 октября после того, как у него закончилось топливо. До августа 2012 года аппарат работал на высоте 255 километров, но затем его рабочая высота была снижена до 224 километров, что является самой низкой орбитой для научного спутника. Вес GOCE составлял около одной тонны. Предполагалось, что во время падения от одной пятой до четверти спутника не успеют сгореть и обломки космического аппарата упадут в океан в районе Антарктики. Последний раз ученые наблюдали спутник в 2:42 понедельника по московскому времени на высоте 121 километра над Антарктикой. Представитель Воздушно-космической обороны России рассказал РИА Новости, что они ожидали падения фрагментов GOCE около 4:00 по московскому времени в районе моря Моусона у побережья Восточной Антарктиды. Напомним, аппарат GOCE (Gravity field and steady-state Ocean Circulation Explorer — спутник для исследования гравитационного поля и постоянных океанических течений) был запущен 17 марта 2009 года российской ракетой-носител', 'США заметили российский самолет над кораблями НАТО в Балтийском море. Российский военный самолет пролетел над кораблями НАТО в Балтийском море, сообщает CNN со ссылкой на представителя министерства обороны США. По его словам, высота полета составила 500 футов (152 метра). Инцидент произошел в четверг, 11 июня. В группу входили корабли Германии, Франции, Великобритании, а также эсминец ВМС США Jason Dunham. По информации телеканала, американские военнослужащие сняли полет на видео и передали запись в Пентагон. «Это обычное явление, однако мы считаем, что это небезопасно и непрофессионально», — заявил представитель военного ведомства. Он добавил, что никакой угрозы безопасности от российского самолета не исходило, но «борт находился ниже, чем прежде». Тип самолета не уточняется. Ранее CNN сообщил, что 30 мая российский истребитель в международном воздушном пространстве над Черным морем прошел на высокой скорости в трех метрах от самолета-разведчика ВВС США. Затем российский борт изменил курс и некоторое время следовал за ним. Другие подробности произошедшего не приводились. В конце мая российский военный самолет подлетел к эсминцу «Росс», находящемуся в Черном море. В силовых структурах Крыма заявили, что после этого американский корабль развернулся и', 'В район падения аэробуса прибыл первый корабль ВМС Бразилии. В предполагаемый район падения аэробуса A330-200 авиакомпании Air France в ночь на четверг по московскому времени прибыл первый корабль ВМС Бразилии, сообщает Agence France-Presse. В ближайшие два дня к месту происшествия подойдут еще четыре корабля. Кораблю пока не удалось обнаружить те обломки самолета, которые ранее в среду были замечены с воздуха. Напомним, что в ходе поисковых работ в районе падения аэробуса были обнаружены обломки, находящиеся на расстоянии до 90 километров друг от друга. Самый крупный из замеченных фрагментов имеет в диаметре около семи метров. Как передает Reuters, на состоявшейся в среду пресс-конференции министр обороны Бразилии Нелсон Жобим заявил об обнаружении на месте крушения большого пятна разлившегося топлива, что, по его мнению, исключает версию о теракте на борту самолета. Ранее теракт исключили и французские власти. Как сообщает РИА Новости со ссылкой на собственного корреспондента, Жобим заявил, что тела погибших, а также выжившие в катастрофе в воде не обнаружены. Ожидается, что в четверг из воды будут подняты первые обломки самолета, которые будут переданы на экспертизу. Напомним, аэробус A330-200, выполнявший рейс номер AF 447 сообщением Рио']"
3,220,3_сборной_мира_матче_матча,"['сборной', 'мира', 'матче', 'матча', 'чемпионата', 'счетом', 'команды', 'матч', 'сборная', 'тренер']","['Павлюченко не сыграет в матчах с Германией и Финляндией. Форвард сборной России по футболу Роман Павлюченко не сыграет в ближайших матчах отборочного турнира чемпионата мира 2010 года. Игрок пропустит встречи с Германией (11 октября) и Финляндией (15 октября) из-за травмы голеностопа, которую он получил в матче за свой клуб ""Тоттенхэм"". Об этом сообщает официальный сайт ""Тоттенхэма"". Нападающий получил повреждение 5 октября в игре чемпионата Англии с ""Халл Сити"" (0:1). В этом матче россиянин покинул поле на 35-й минуте. Проведенное медицинское обследование выявило у Павлюченко надрыв связок голеностопа. По оценкам врачей лондонского клуба, восстановление футболиста займет не менее трех недель. Во вторник, 7 октября, на официальном сайте московского ""Локомотива"" появилось сообщение о том, что в сборную России вызван форвард этого клуба Дмитрий Сычев. Главный тренер россиян Гуус Хиддинк подтвердил эту информацию и уточнил, что Сычев вызван на замену Павлюченко. Кроме Павлюченко, принять участие в ближайших матчах национальной команды не сможет полузащитник Дмитрий Торбинский. Как пишет газета ""Советский спорт"", игрок из-за надрыва приводящей мышцы пропустит три недели. Вместо Торбинского, выступающего за ""Локомотив"", в сборную вызван его о', 'Моуринью взял на себя вину за поражение от ""Барселоны"". Главный тренер мадридского футбольного клуба ""Реал"" Жозе Моуринью заявил, что он берет на себя ответственность за поражение команды в первом матче 1/4 финала Кубка Испании с ""Барселоной"" (1:2). Об этом сообщает интернет-издание Goal.com. Моуринью подчеркнул, что у его команды еще есть шансы выйти в полуфинал но сделать это будет ""трудно, если не сказать \'очень трудно\'"". В матче с ""Барселоной"" уже на 11-й минуте счет открыл форвард ""Реала"" Криштиану Роналду. Его Моуринью назвал лучшим игроком матча в составе мадридского клуба. На 49-й минуте защитник ""Барселоны"" Карлес Пуйоль поразил ворота соперника после подачи углового, а победу каталонскому клубу принес гол Эрика Абидаля на 77-й минуте встречи. Моуринью сказал, что ключевым стал именно гол Пуйоля, сообщает ESPN. За 20 минут до конца встречи произошел скандальный эпизод, когда футболист ""Реала"" Пепе, уже имевший желтую карточку, наступил на руку Лионелю Месси. Арбитр матча не заметил случившегося и не наказал Пепе. Моуринью признался, что он не видел записи инцидента, но добавил, что если его игрок наступил Месси на руку намеренно, он должен быть наказан. Первый матч ""Реала"" с ""Барселоной"" прошел в Мадриде. Ответная встреча 1/4 ф', 'Россия обыграла Финляндию в матче второго тура ЧМ по хоккею. Российская сборная по хоккею нанесла поражение Финляндии в матче второго тура группового этапа чемпионата мира по хоккею. На льду стадиона «Минск-Арена» команда Олега Знарка обыграла противника со счетом 4:2. Первый год уже на второй минуте встречи забил нападающий Виктор Тихонов. Через три минуты капитан команды Александр Овечкин провел вторую шайбу в ворота финской сборной. Затем благодаря точному броску Юусо Хиетанена финнам удалось отквитать один гол. Во втором периоде произошло жесткое столкновение Вадима Шипачева и Пекки Йормакка, в результате чего травмированного финна унесли со льда на носилках. Шипачев удален не был, однако в это время россияне и так играли в меньшинстве после удаления Сергея Широкова за задержку клюшкой. Игра вчетвером не помешала подопечным Олега Знарка забить третий гол, на этот раз отличился Николай Кулемин. Разрыв в счете увеличивает нападающий Сергей Калинин, однако финны все же отыгрывают еще одну шайбу после гола Ере Каралахти. В предыдущем матче чемпионата мира по хоккею Россия нанесла сокрушительное поражение сборной Швейцарии со счетом 5:0. В третьем туре россиян ждет встреча с командой США, матч пройдет 12 мая. А 14 мая команда Олега Знарка вый']"
4,200,4_боевиков_результате_погибли_саудовской,"['боевиков', 'результате', 'погибли', 'саудовской', 'боевики', 'взрыв', 'ранения', 'аравии', 'израиля', 'палестинцев']","['Террорист-смертник взорвал автомобиль у полицейского участка в Кербеле. Не менее четырех человек погибли и десятки были ранены в субботу в результате взрыва начиненного взрывчаткой автомобиля возле полицейского участка в иракском городе Кербела, передает агентство France Presse. Машиной управлял террорист-смертник. Взрыв прозвучал около 11 часов примерно в трех километрах от центра священного для шиитов города. Между тем в провинции Дияла, населенной как шиитами, так и суннитами, были обнаружены тела 12 сельскохозяйственных рабочих с огнестрельными ранениями. Как рассказал один из родственников погибших, мужчины отправились на работу около 8 часов утра. В 15 километрах от города Бакуба трупы нашли жены рабочих, вышедшие вслед за ними. Также в субботу утром в Багдаде был обстрелян дом главы одной из суннитских религиозных организаций Ирака. Харит аль-Дари (Harith al-Dari) заявил, что за нападением стоят правительственные войска, так как машины нападавших ""были похожи"" на автомобили Министерства внутренних дел. ""Это гражданская война, объявленная одной из сторон"", - заявил духовный лидер суннитов. По данным его пресс-секретаря, в перестрелке пострадали племянницы аль-Дари четырех и пятнадцати лет. Не исключено, что раненые есть и среди нападавших. В пров', 'В результате теракта в мечети в Саудовской Аравии погибли 20 человек. В результате взрыва в шиитской мечети имама Али в деревне Эль-Касим, расположенной на востоке Саудовской Аравии, погибли около 20 человек. Кроме того, более 50 получили ранения. Некоторые из них находятся в тяжелом состоянии. Нападение было совершено террористом-смертником. Об этом сообщает Reuters. Как передает Associated Press со ссылкой на слова очевидца, боевик привел в действие взрывное устройство у входа в мечеть. По словам другого очевидца, в здании находились более 150 человек. Официальный представитель МВД Саудовской Аравии пообещал, что для розыска причастных к взрыву будут приложены все усилия. В этот же день в йеменской столице бомба взорвалась в мечети шиитских ополченцев — хоуситов. Ответственность за этот взрыв взяло на себя «Исламское государство» (ИГ). Предыдущее крупное нападение на шиитов в Саудовской Аравии было совершено в ноябре 2014 года. Тогда вооруженные боевики убили по меньшей мере восемь человек во время шиитского праздника. Летом 2014 года радикальная группировка «Исламское государство» установила контроль над некоторыми территориями Сирии и Ирака, провозгласив там халифат со столицей в Мосуле. Верховный суд РФ признал ИГ террористической организацией,', 'Убиты двое предполагаемых организаторов теракта в Дагестане. Силовики в Дагестане уничтожили двух боевиков, которые предположительно организовали утром 14 февраля теракт на посту ДПС возле Хасавюрта. Об этом сообщает «Интерфакс» со ссылкой на неназванный источник в правоохранительных органах республики. Спецназ, по словам собеседника агентства, наткнулся на группу вооруженных людей на окраине села Мичурино в нескольких километрах от места теракта. Во время перестрелки, по предварительным данным, силовики убили двоих боевиков, с оставшимися продолжается бой. О потерях во время спецоперации среди правоохранительных органов ничего не сообщается. Взрыв в Дагестане, по данным Следственного комитета, произошел в 4:40 утра. Террорист-смертник подъехал на автомобиле «Лада Приора» к контрольно-пропускному пункту на въезде в Хасавюрт. Когда полицейские подошли к машине проверить документы, раздался взрыв. Сначала полиция сообщила, что в результате теракта погибли трое сотрудников правоохранительных органов. Позднее в МВД Дагестана уточнили, что жертвами стали четверо полицейских, еще шестеро получили ранения. Большинство пострадавших и погибших — прикомандированные сотрудники из Вологодской области. Мощность взрывного устройства, как заявили в СК, сос']"
5,193,5_the_фильм_роль_фильма,"['the', 'фильм', 'роль', 'фильма', 'фильме', 'сети', 'актер', 'лет', 'фотографии', 'женщины']","['Автор «Секретов Лос-Анджелеса» перепишет классический нуар-детектив. Автор книг «Секреты Лос-Анджелеса» и «Черная орхидея», писатель Джеймс Эллрой готовится переписать историю классического детектива Веры Каспери «Лора» (Laura), по которому был снят одноименный фильм в жанре нуар, сообщает The Hollywood Reporter. Созданием киноремейка займется студия Fox 2000, литератор возьмет на себя разработку сценария будущей картины. Даты выхода нового фильма пока не уточняются. Информацию о том, будет ли Эллрой серьезно переделывать классический сюжет или ограничится деталями, студия пока тоже не предоставляет. Как отмечает издание, писатель на сегодняшний день является одним из самых востребованных сценаристов Голливуда, пишущих в жанре нео-нуар и детективный триллер. Классическая картина «Лора» вышла на экраны в 1944 году. Лента была удостоена премии «Оскар» за лучшую операторскую работу, а также номинировалась еще в четырех категориях, в том числе режиссерской, актерской и сценарной. Американский киноинститут отнес фильм к числу лучших детективов в истории Голливуда. Постановщиком выступил Отто Премингер, главную роль исполнила Джин Тирни. В центре сюжета — расследование убийства молодой бизнес-леди Лоры Хант, которая позже появляется в картине неожиданным', 'Эмили Ратаковски прошлась по Нью-Йорку в нижнем белье. Американская актриса и модель Эмили Ратаковски приняла участие в рекламной кампании марки DKNY. Видеоролик с ее участием опубликован на YouTube. Она представила новые модели нижнего белья на весенне-летний сезон. По сюжету, девушка спит в своей постели, просыпается из-за собаки и выводит ее на прогулку по улицам Нью-Йорка, при этом героиня одета только в нижнее белье. Ратаковски получила широкую известность после того, как снялась обнаженной в клипах Blurred Lines американского певца Робина Тика и Love Somebody группы Maroon 5. Она уже принимала участие в нескольких откровенных фотосессиях, снимок Ратаковски появился на обложке турецкого издания мужского журнала GQ. Модель начала делать карьеру в кино, самый известный фильм с ее участием — триллер Дэвида Финчера «Исчезнувшая». В ленте она сыграла любовницу главного героя Энди Фицджеральд. Бренд DKNY основан американским дизайнером Донной Каран. Она руководила компанией до 2015 года, после чего отказалась от своего поста, чтобы посвятить свое время проекту Urban Zen.', '«Человек из стали» стал лидером североамериканского кинопроката. Новая лента о Супермене, «Человек из стали», стала самым кассовым фильмом по итогам выходных 14-16 июня в США и Канаде. Как сообщается на сайте Boxoffice.com, фильм в первые выходные проката собрал 113 миллионов долларов. Международная премьера фильма Зака Снайдера состоялась 14 июня. Роль главного героя, Супермена Кларка Кента исполнил Генри Кэвилл («Звездная пыль», сериал «Тюдоры»). Еще за несколько дней до премьеры Компания Warner Bros. заявила о намерении снять продолжение «Человека из стали». На втором месте со значительным отрывом оказалась другая премьера недели, комедия «Конец света» («This Is the End»). Режиссерский дебют комика Сета Рогена вышел на экраны 12 июня и заработал за первые выходные 20,5 миллиона долларов. Третье место сохранила за собой картина «Иллюзия обмана» (оригинальное название «Now You See Me»). Криминальный фильм о фокусниках-грабителях собрал за выходные 10,3 миллиона долларов. Шестой фильм франшизы «Форсаж» («Fast & Furious 6»), в мае в течение двух недель лидировавший в прокате, опустился со второго на четвертое место с 9,4 миллиона долларов. Замыкает пятерку лидеров по кассовым сборам картина «Судная ночь», возглавлявшая рейтинг по итогам прошлых в']"
6,183,6_сша_мид_трамп_президент,"['сша', 'мид', 'трамп', 'президент', 'президента', 'иран', 'заявил', 'ядерной', 'россии', 'россия']","['США с союзниками выразили в ООН недовольство ракетной программой Ирана. США и их европейские союзники заявили, что запуски Ираном ракет, способных нести ядерное оружие, противоречат резолюции Совета Безопасности, принятой в июле 2015 года, передает Reuters. Соответствующее письмо США, Великобритании, Франции и Германии было направлено генсеку ООН Пан Ги Муну и послу Испании в ООН Роману Оярсуну Марчеси, на которого возложена задача по координации обсуждения вопросов резолюции 2231. В письме отмечается, что ракеты, которые использовались Ираном в последних запусках, «по своей природе способны доставлять ядерное оружие». Четыре державы также попросили Совбез обсудить «соответствующие ответы» на отказ Тегерана выполнить свои обязательства. Между тем, как отмечается, Россия, постоянный член Совета Безопасности с правом вето, «ясно давала понять, что не поддерживает новые санкции в отношении Ирана». Западные официальные лица говорят, что, хотя запуски ракет противоречат резолюции 2231, они не представляют собой нарушение основного ядерного соглашения между Ираном, Великобританией, Китаем, Францией, Германией, Россией и США. Как сообщил ТАСС дипломат одной из стран-членов Совбеза, авторы письма обратились с просьбой созвать внеочередную встречу Совета, однак', 'Косачев нашел в США помеху для дружбы Трампа с Россией. Антироссийские настроения в США мешают президенту страны Дональду Трампу налаживать отношения с Москвой. Такое мнение выразил председатель комитета Совета Федерации по международным делам Константин Косачев, сообщает РИА Новости в четверг, 13 апреля. «В США сейчас по поводу России царит без преувеличения истерия. И президент США совершенно очевидно ограничен в своих попытках нормализовать отношения с нашей страной — ему просто не дают этого делать», — отметил Косачев на встрече с лидером японской партии «Синто Дайти», бывшим депутатом парламента Японии Мунэо Судзуки. Он добавил, что от переговоров главы российского МИД Сергея Лаврова с госсекретарем США Рексом Тиллерсоном «никто не ожидал прорыва». «Я думаю, что никто не пытался предлагать друг другу так называемые большие сделки», — сказал глава комитета Совфеда. По мнению Косачева, стороны намерены «двигаться вперед тактикой малых шагов, постепенно нащупывая те области сотрудничества, где мы действительно можем друг с другом взаимодействовать». Встреча президента России Владимира Путина с Тиллерсоном и Лавровым состоялась 12 апреля в Кремле. Пресс-секретарь российского лидера Дмитрий Песков назвал общение президента с госсекретар', 'США и Евросоюз объявили о снятии санкций против Ирана. США снимают санкции с Ирана, наложенные из-за его ядерной программы. Об этом, как передает Associated Press, сообщил госсекретарь Джон Керри. Его заявление прозвучало после того, как МАГАТЭ подтвердило факт выполнения Тегераном всех требований для имплементации условий ядерной сделки. Указ о снятии ряда наложенных на Иран санкций издал в субботу, 16 января, президент США Барак Обама. Аналогичное заявление сделала глава европейской дипломатии Федерика Могерини. По ее словам, санкции в отношении Ирана, введенные из-за его деятельности в ядерной сфере, подлежат отмене, передает Reuters. Глава МАГАТЭ Юкия Амано в субботу выпустил доклад, подтверждающий, что Иран завершил необходимые подготовительные шаги для перехода к реализации Совместного всеобъемлющего плана действий (СВПД). Документ был представлен на рассмотрение Совета управляющих МАГАТЭ и Совета безопасности ООН. Как отметил глава МАГАТЭ, инспекторы агентства подтвердили, что Иран осуществил все меры в соответствии с СВПД. По его словам, Тегеран начнет применять Дополнительный протокол к Соглашению о гарантиях МАГАТЭ, а это, в свою очередь, вместе с другими обязательствами Исламской республики усиливает возможности МАГАТЭ по ко']"
